ID,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,num_accts_ever_120_pd,pct_tl_nvr_dlq,application_type,issue_d_month,issue_d_year,earliest_cr_line_month,earliest_cr_line_year,grade,term_months,emp_length_num,credit_age,grade_numeric,fico_score
30733,9225.0,9225.0,36 months,11.44,303.95,4 years,OWN,128000.0,Source Verified,Charged Off,home_improvement,CA,5.6,0.0,705.0,709.0,0.0,6.0,0.0,442.0,9.2,16.0,1.0,0.0,2.0,100.0,Individual,2,2017,11,1991,B,36,4,26,2,707.0
24357,12000.0,12000.0,60 months,7.89,242.69,2 years,MORTGAGE,70000.0,Source Verified,Charged Off,home_improvement,NJ,15.91,0.0,695.0,699.0,0.0,22.0,0.0,13170.0,45.1,40.0,0.0,0.0,0.0,97.5,Individual,6,2015,6,2005,A,60,2,10,1,697.0
91374,36000.0,36000.0,36 months,5.32,1084.14,9 years,MORTGAGE,160000.0,Verified,Current,debt_consolidation,CO,12.17,0.0,720.0,724.0,0.0,10.0,0.0,71520.0,45.9,28.0,4.0,0.0,0.0,92.9,Individual,4,2017,10,2001,A,36,9,16,1,722.0
13999,10000.0,10000.0,36 months,7.96,313.18,2 years,MORTGAGE,100000.0,Source Verified,Current,debt_consolidation,MD,8.62,4.0,735.0,739.0,1.0,18.0,0.0,777.0,1.8,34.0,2.0,0.0,1.0,78.8,Individual,2,2018,9,1988,A,36,2,30,1,737.0
19010,8000.0,8000.0,36 months,12.61,268.06,7 years,RENT,73000.0,Verified,Current,credit_card,AR,21.08,0.0,680.0,684.0,0.0,10.0,0.0,12252.0,49.0,19.0,0.0,0.0,2.0,84.2,Individual,3,2018,8,2001,C,36,7,17,3,682.0
487,7000.0,7000.0,36 months,13.49,237.52,1 year,MORTGAGE,40000.0,Verified,Current,debt_consolidation,NC,19.38,0.0,660.0,664.0,1.0,12.0,0.0,13326.0,50.1,16.0,1.0,0.0,0.0,93.8,Individual,3,2017,2,2006,C,36,1,11,3,662.0
20312,10000.0,10000.0,36 months,13.65,340.08,2 years,RENT,57000.0,Verified,Charged Off,credit_card,TX,33.87,0.0,710.0,714.0,2.0,9.0,0.0,2282.0,22.6,31.0,0.0,0.0,0.0,100.0,Individual,4,2014,9,2005,C,36,2,9,3,712.0
18562,2500.0,2500.0,36 months,29.49,105.44,5 years,RENT,25008.0,Not Verified,Current,car,OK,3.69,2.0,690.0,694.0,0.0,5.0,0.0,581.0,14.9,9.0,0.0,0.0,1.0,77.8,Individual,4,2017,4,2011,F,36,5,6,6,692.0
14733,35000.0,35000.0,36 months,13.99,1196.05,10+ years,MORTGAGE,94000.0,Verified,Charged Off,debt_consolidation,NJ,25.56,0.0,695.0,699.0,1.0,14.0,0.0,31393.0,88.4,34.0,2.0,0.0,0.0,97.1,Individual,4,2015,9,1993,C,36,10,22,3,697.0
14358,5000.0,5000.0,36 months,17.57,179.69,10+ years,MORTGAGE,50000.0,Source Verified,Fully Paid,debt_consolidation,NY,14.33,0.0,665.0,669.0,1.0,6.0,2.0,1803.0,28.2,8.0,0.0,0.0,0.0,100.0,Individual,3,2014,1,2011,D,36,10,3,4,667.0
3752,22000.0,22000.0,60 months,18.55,565.26,10+ years,MORTGAGE,110000.0,Source Verified,Charged Off,debt_consolidation,TX,14.59,0.0,685.0,689.0,3.0,12.0,0.0,17254.0,62.1,29.0,3.0,0.0,4.0,85.2,Individual,10,2013,0,1985,D,60,10,28,4,687.0
36104,4725.0,4725.0,36 months,30.75,202.53,9 years,RENT,79000.0,Source Verified,Current,major_purchase,LA,9.28,0.0,690.0,694.0,1.0,6.0,0.0,31.0,1.7,22.0,0.0,0.0,2.0,90.5,Individual,9,2017,8,2005,F,36,9,12,6,692.0
30046,35000.0,35000.0,36 months,12.69,1174.07,5 years,MORTGAGE,185000.0,Verified,Fully Paid,credit_card,NY,12.07,0.0,715.0,719.0,0.0,14.0,0.0,32691.0,61.7,36.0,5.0,0.0,0.0,100.0,Individual,4,2015,11,1991,C,36,5,24,3,717.0
35166,3000.0,3000.0,36 months,11.49,98.92,10+ years,OWN,89000.0,Source Verified,Current,credit_card,FL,26.72,0.0,690.0,694.0,4.0,24.0,1.0,42834.0,50.9,38.0,3.0,0.0,0.0,100.0,Individual,2,2017,4,2004,B,36,10,13,2,692.0
81173,12175.0,12175.0,36 months,14.33,418.07,4 years,RENT,60000.0,Not Verified,Fully Paid,house,VA,18.02,0.0,685.0,689.0,2.0,7.0,0.0,8595.0,43.4,18.0,0.0,0.0,0.0,100.0,Individual,5,2013,0,2009,C,36,4,4,3,687.0
49843,10000.0,10000.0,36 months,10.49,324.98,2 years,MORTGAGE,78000.0,Not Verified,Fully Paid,credit_card,NV,6.46,0.0,730.0,734.0,0.0,10.0,0.0,7288.0,30.9,14.0,1.0,0.0,0.0,100.0,Individual,8,2016,7,2009,B,36,2,7,2,732.0
47325,24000.0,24000.0,60 months,10.42,514.91,10+ years,OWN,80000.0,Not Verified,Current,credit_card,MI,14.3,1.0,720.0,724.0,1.0,6.0,0.0,4823.0,15.9,16.0,2.0,0.0,0.0,93.8,Individual,7,2017,5,1987,B,60,10,30,2,722.0
13868,6000.0,6000.0,36 months,15.1,208.29,< 1 year,OWN,30000.0,Not Verified,Fully Paid,debt_consolidation,NJ,22.92,1.0,665.0,669.0,0.0,9.0,0.0,7680.0,69.8,17.0,0.0,0.0,0.0,82.0,Individual,8,2013,4,2004,C,36,0,9,3,667.0
44528,10000.0,10000.0,36 months,11.99,332.1,10+ years,MORTGAGE,50000.0,Not Verified,Fully Paid,credit_card,AZ,15.84,0.0,725.0,729.0,0.0,15.0,0.0,25005.0,43.6,32.0,5.0,0.0,0.0,100.0,Individual,2,2014,2,1985,B,36,10,29,2,727.0
70912,4000.0,4000.0,36 months,14.08,136.87,5 years,RENT,84056.0,Source Verified,In Grace Period,debt_consolidation,GA,18.68,0.0,680.0,684.0,2.0,14.0,1.0,7158.0,63.9,23.0,0.0,0.0,0.0,95.7,Individual,5,2017,7,2007,C,36,5,10,3,682.0
32704,12000.0,12000.0,36 months,8.18,377.04,10+ years,MORTGAGE,67000.0,Not Verified,Fully Paid,debt_consolidation,IL,18.72,0.0,680.0,684.0,2.0,12.0,1.0,3078.0,15.8,32.0,1.0,1.0,0.0,100.0,Individual,1,2015,4,1993,B,36,10,22,2,682.0
76953,24000.0,24000.0,36 months,11.06,786.42,10+ years,RENT,65000.0,Verified,Current,debt_consolidation,FL,35.1,0.0,705.0,709.0,0.0,24.0,0.0,25363.0,31.0,47.0,2.0,0.0,0.0,97.9,Individual,9,2018,10,2003,B,36,10,15,2,707.0
48668,10000.0,10000.0,36 months,9.99,322.63,2 years,RENT,65000.0,Source Verified,Fully Paid,credit_card,ND,9.65,1.0,685.0,689.0,1.0,5.0,0.0,6779.0,30.7,21.0,2.0,0.0,1.0,81.0,Individual,8,2015,1,2004,B,36,2,11,2,687.0
5048,10000.0,10000.0,60 months,12.62,225.6,< 1 year,MORTGAGE,75000.0,Not Verified,Current,debt_consolidation,NJ,16.19,0.0,700.0,704.0,3.0,16.0,0.0,1062.0,3.4,24.0,2.0,0.0,0.0,95.8,Joint App,7,2017,9,2007,C,60,0,10,3,702.0
70723,20950.0,20950.0,60 months,16.99,520.55,10+ years,MORTGAGE,65000.0,Verified,Current,debt_consolidation,IN,9.8,0.0,690.0,694.0,0.0,17.0,1.0,9687.0,91.4,23.0,2.0,1.0,0.0,100.0,Individual,2,2017,9,2004,D,60,10,13,4,692.0
52395,10800.0,10800.0,36 months,12.29,360.22,10+ years,MORTGAGE,90000.0,Not Verified,Fully Paid,major_purchase,RI,17.6,3.0,680.0,684.0,1.0,14.0,0.0,26761.0,53.1,37.0,1.0,0.0,1.0,67.6,Individual,7,2015,11,1979,C,36,10,36,3,682.0
55885,2000.0,2000.0,36 months,9.49,64.06,< 1 year,RENT,50000.0,Source Verified,Fully Paid,debt_consolidation,OH,14.57,0.0,660.0,664.0,0.0,7.0,1.0,5347.0,72.3,28.0,3.0,0.0,0.0,96.3,Individual,7,2016,3,2004,B,36,0,12,2,662.0
88622,2200.0,2200.0,36 months,11.49,72.54,1 year,OWN,35000.0,Source Verified,Current,vacation,TX,12.17,4.0,670.0,674.0,1.0,21.0,0.0,2378.0,72.1,33.0,0.0,0.0,2.0,81.3,Individual,2,2017,2,2006,B,36,1,11,2,672.0
10589,3500.0,3500.0,36 months,7.21,108.41,9 years,OWN,42000.0,Verified,Current,credit_card,NH,17.97,1.0,740.0,744.0,0.0,8.0,0.0,2344.0,19.2,21.0,5.0,0.0,0.0,90.5,Individual,6,2017,3,2003,A,36,9,14,1,742.0
46938,25000.0,25000.0,60 months,13.35,573.32,10+ years,MORTGAGE,130000.0,Source Verified,Charged Off,credit_card,AZ,16.71,3.0,675.0,679.0,0.0,9.0,0.0,35243.0,84.1,26.0,2.0,0.0,1.0,80.8,Individual,6,2014,5,1981,C,60,10,33,3,677.0
67588,14900.0,14900.0,60 months,16.99,370.23,10+ years,MORTGAGE,72000.0,Verified,Fully Paid,debt_consolidation,WI,28.16,0.0,695.0,699.0,1.0,27.0,0.0,11621.0,28.4,65.0,5.0,0.0,0.0,92.3,Individual,9,2014,5,1986,D,60,10,28,4,697.0
77264,12000.0,12000.0,60 months,13.58,276.62,10+ years,MORTGAGE,38000.0,Source Verified,Current,debt_consolidation,MS,12.82,0.0,665.0,669.0,0.0,10.0,0.0,9661.0,61.5,22.0,4.0,0.0,0.0,95.5,Individual,3,2018,10,2005,C,60,10,13,3,667.0
38393,20000.0,20000.0,60 months,16.49,491.59,3 years,OWN,40000.0,Source Verified,Fully Paid,debt_consolidation,FL,39.98,0.0,660.0,664.0,2.0,10.0,1.0,12093.0,73.7,24.0,2.0,1.0,0.0,100.0,Individual,0,2015,8,1998,D,60,3,17,4,662.0
56076,7200.0,7200.0,36 months,11.49,237.4,< 1 year,MORTGAGE,42000.0,Verified,Fully Paid,debt_consolidation,NY,29.54,1.0,680.0,684.0,0.0,23.0,0.0,7860.0,96.9,47.0,0.0,0.0,2.0,97.7,Individual,10,2015,7,2004,B,36,0,11,2,682.0
17250,20000.0,20000.0,36 months,15.04,693.7,2 years,MORTGAGE,85000.0,Verified,Current,debt_consolidation,WA,23.73,0.0,670.0,674.0,2.0,20.0,0.0,28950.0,99.5,40.0,4.0,0.0,0.0,95.0,Individual,4,2018,0,2002,C,36,2,16,3,672.0
18360,12000.0,12000.0,60 months,13.49,276.06,7 years,RENT,56500.0,Source Verified,Current,debt_consolidation,CA,16.93,2.0,680.0,684.0,0.0,8.0,1.0,2095.0,24.6,21.0,3.0,1.0,4.0,80.0,Individual,1,2017,3,1986,C,60,7,31,3,682.0
99172,27200.0,27200.0,60 months,18.99,705.44,8 years,RENT,68000.0,Verified,Current,small_business,NV,12.05,0.0,715.0,719.0,0.0,17.0,0.0,29048.0,49.2,29.0,1.0,0.0,0.0,100.0,Individual,9,2014,5,1966,E,60,8,48,5,717.0
38711,8000.0,8000.0,36 months,13.99,273.39,8 years,RENT,45000.0,Verified,Current,debt_consolidation,IL,18.67,0.0,705.0,709.0,0.0,5.0,0.0,6988.0,69.9,10.0,0.0,0.0,0.0,100.0,Individual,3,2017,4,2007,C,36,8,10,3,707.0
48216,20000.0,20000.0,36 months,13.56,679.29,4 years,RENT,80000.0,Verified,Current,debt_consolidation,GA,20.75,0.0,680.0,684.0,0.0,7.0,0.0,17750.0,65.5,25.0,1.0,0.0,0.0,100.0,Individual,10,2018,11,2005,C,36,4,13,3,682.0
69193,38400.0,38400.0,36 months,6.67,1179.9,10+ years,OWN,94000.0,Source Verified,Current,debt_consolidation,KY,15.33,0.0,805.0,809.0,0.0,9.0,0.0,7716.0,11.8,16.0,1.0,0.0,0.0,100.0,Joint App,9,2018,5,1991,A,36,10,27,1,807.0
30290,12000.0,12000.0,36 months,20.0,445.97,1 year,RENT,47000.0,Verified,Fully Paid,debt_consolidation,CA,15.78,0.0,680.0,684.0,1.0,6.0,0.0,9289.0,96.8,11.0,0.0,0.0,0.0,100.0,Individual,7,2017,8,2007,D,36,1,10,4,682.0
15355,8300.0,8300.0,36 months,24.37,327.25,10+ years,RENT,36400.0,Verified,Current,debt_consolidation,RI,20.18,0.0,675.0,679.0,1.0,15.0,0.0,6342.0,62.2,24.0,0.0,0.0,2.0,100.0,Individual,7,2018,6,2003,E,36,10,15,5,677.0
64298,18500.0,18500.0,36 months,13.11,624.32,1 year,MORTGAGE,140000.0,Verified,Fully Paid,debt_consolidation,CT,8.31,1.0,690.0,694.0,4.0,4.0,0.0,17285.0,44.7,19.0,5.0,0.0,0.0,94.0,Individual,5,2013,1,1991,B,36,1,22,2,692.0
88312,30000.0,30000.0,36 months,17.97,1084.13,5 years,OWN,100000.0,Source Verified,Current,home_improvement,CA,7.68,1.0,670.0,674.0,0.0,7.0,0.0,21328.0,68.8,15.0,3.0,0.0,1.0,85.7,Individual,10,2018,10,2001,D,36,5,17,4,672.0
18207,10000.0,10000.0,36 months,5.32,301.15,10+ years,MORTGAGE,75000.0,Not Verified,Charged Off,other,CA,10.16,0.0,720.0,724.0,0.0,7.0,1.0,2889.0,10.6,13.0,1.0,0.0,1.0,92.3,Individual,2,2016,6,2004,A,36,10,12,1,722.0
2299,15000.0,15000.0,36 months,6.62,460.56,1 year,RENT,62000.0,Not Verified,Fully Paid,credit_card,VA,20.95,0.0,695.0,699.0,0.0,26.0,0.0,27288.0,33.3,40.0,0.0,0.0,0.0,100.0,Individual,0,2014,9,1997,A,36,1,17,1,697.0
17839,6500.0,6500.0,36 months,6.46,199.11,10+ years,MORTGAGE,100000.0,Not Verified,Current,credit_card,AZ,13.43,0.0,760.0,764.0,0.0,6.0,0.0,1617.0,11.3,19.0,1.0,0.0,0.0,100.0,Individual,10,2018,11,1999,A,36,10,19,1,762.0
52874,5000.0,5000.0,36 months,7.46,155.44,2 years,OWN,35000.0,Not Verified,Current,other,FL,19.41,0.0,725.0,729.0,0.0,11.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,94.1,Individual,5,2018,11,2005,A,36,2,13,1,727.0
65801,8000.0,8000.0,36 months,11.47,263.7,10+ years,OWN,54000.0,Source Verified,Current,debt_consolidation,TX,16.02,0.0,675.0,679.0,0.0,3.0,0.0,4962.0,59.8,10.0,0.0,0.0,0.0,100.0,Individual,4,2016,7,2004,B,36,10,12,2,677.0
24764,6500.0,6500.0,36 months,6.49,199.19,10+ years,RENT,35000.0,Not Verified,Fully Paid,debt_consolidation,PA,7.72,1.0,740.0,744.0,0.0,12.0,0.0,996.0,1.6,18.0,0.0,0.0,0.0,94.4,Individual,4,2016,5,2001,A,36,10,15,1,742.0
74367,24000.0,24000.0,36 months,8.18,754.07,9 years,MORTGAGE,68000.0,Source Verified,Fully Paid,debt_consolidation,PA,12.46,1.0,675.0,679.0,0.0,8.0,0.0,12923.0,58.2,9.0,0.0,0.0,0.0,75.0,Individual,7,2015,10,2000,B,36,9,15,2,677.0
28333,6000.0,6000.0,36 months,16.99,213.89,6 years,RENT,90000.0,Source Verified,Late (31-120 days),major_purchase,NY,12.67,0.0,670.0,674.0,0.0,13.0,0.0,3675.0,41.8,24.0,0.0,0.0,6.0,69.6,Individual,4,2017,7,2004,D,36,6,13,4,672.0
39657,10000.0,10000.0,60 months,13.99,232.64,< 1 year,RENT,30000.0,Source Verified,Current,debt_consolidation,NJ,18.93,0.0,690.0,694.0,0.0,8.0,0.0,4016.0,39.8,9.0,0.0,0.0,0.0,100.0,Individual,2,2015,3,2011,C,60,0,4,3,692.0
5234,25000.0,25000.0,36 months,11.98,830.12,6 years,MORTGAGE,180000.0,Source Verified,Current,debt_consolidation,NV,34.33,0.0,700.0,704.0,0.0,12.0,0.0,51648.0,76.7,18.0,3.0,0.0,0.0,100.0,Individual,3,2018,7,1996,B,36,6,22,2,702.0
78664,20000.0,20000.0,36 months,14.08,684.33,10+ years,OWN,60000.0,Verified,Fully Paid,debt_consolidation,NC,13.16,0.0,680.0,684.0,0.0,16.0,0.0,19860.0,44.1,22.0,0.0,0.0,0.0,95.5,Individual,10,2017,10,2002,C,36,10,15,3,682.0
98711,1000.0,1000.0,36 months,9.75,32.15,10+ years,MORTGAGE,34000.0,Not Verified,Current,home_improvement,TX,16.17,0.0,695.0,699.0,1.0,6.0,0.0,1697.0,9.3,18.0,0.0,0.0,2.0,77.8,Individual,5,2016,4,2001,B,36,10,15,2,697.0
46388,25000.0,25000.0,60 months,14.08,582.75,10+ years,MORTGAGE,65000.0,Verified,Current,debt_consolidation,CA,14.73,0.0,695.0,699.0,0.0,10.0,0.0,23378.0,65.7,21.0,2.0,0.0,0.0,100.0,Individual,8,2017,2,2003,C,60,10,14,3,697.0
59108,4000.0,4000.0,36 months,8.59,126.44,10+ years,OWN,52000.0,Source Verified,Fully Paid,debt_consolidation,FL,15.58,0.0,690.0,694.0,0.0,8.0,1.0,23577.0,53.5,15.0,1.0,0.0,0.0,93.3,Individual,8,2016,7,1991,A,36,10,25,1,692.0
36173,12000.0,12000.0,60 months,14.49,282.28,< 1 year,RENT,42012.0,Source Verified,Charged Off,debt_consolidation,WV,4.2,0.0,700.0,704.0,1.0,12.0,0.0,5438.0,72.5,14.0,0.0,0.0,0.0,100.0,Individual,9,2014,7,2007,C,60,0,7,3,702.0
91639,3000.0,3000.0,36 months,11.06,98.31,1 year,RENT,250000.0,Not Verified,Current,credit_card,NV,1.91,0.0,670.0,674.0,1.0,3.0,0.0,3146.0,60.5,3.0,0.0,0.0,0.0,66.7,Individual,7,2018,10,2014,B,36,1,4,2,672.0
4259,8000.0,8000.0,36 months,22.74,308.6,< 1 year,RENT,49000.0,Source Verified,Late (31-120 days),debt_consolidation,FL,21.68,0.0,675.0,679.0,0.0,9.0,1.0,4286.0,50.4,11.0,0.0,1.0,0.0,100.0,Individual,3,2017,2,2011,E,36,0,6,5,677.0
46789,6000.0,6000.0,36 months,10.9,196.15,10+ years,OWN,130000.0,Source Verified,Current,debt_consolidation,TX,28.69,0.0,680.0,684.0,0.0,15.0,0.0,14955.0,42.7,29.0,1.0,0.0,0.0,93.1,Individual,3,2018,4,2003,B,36,10,15,2,682.0
65686,12000.0,12000.0,36 months,9.75,385.8,3 years,MORTGAGE,170000.0,Verified,Fully Paid,debt_consolidation,WA,14.34,3.0,660.0,664.0,2.0,12.0,0.0,10045.0,83.7,20.0,4.0,0.0,0.0,80.0,Individual,5,2016,6,2000,B,36,3,16,2,662.0
78563,12800.0,12800.0,60 months,7.99,259.48,10+ years,MORTGAGE,80000.0,Source Verified,Current,car,FL,16.73,2.0,705.0,709.0,0.0,15.0,0.0,7593.0,20.5,42.0,2.0,0.0,0.0,92.9,Individual,0,2017,10,2001,A,60,10,16,1,707.0
71985,20000.0,20000.0,36 months,8.39,630.34,10+ years,MORTGAGE,84000.0,Not Verified,Fully Paid,major_purchase,IL,18.29,1.0,745.0,749.0,0.0,11.0,0.0,27797.0,53.5,29.0,3.0,0.0,0.0,96.3,Individual,4,2014,11,1989,A,36,10,25,1,747.0
97761,4000.0,4000.0,36 months,11.99,132.84,10+ years,MORTGAGE,72000.0,Source Verified,Fully Paid,home_improvement,GA,14.77,0.0,705.0,709.0,3.0,10.0,1.0,19023.0,57.5,21.0,2.0,1.0,0.0,100.0,Individual,9,2017,10,1998,B,36,10,19,2,707.0
6023,10000.0,10000.0,36 months,5.32,301.15,2 years,MORTGAGE,125000.0,Not Verified,Fully Paid,credit_card,CT,17.36,1.0,775.0,779.0,0.0,21.0,0.0,12611.0,12.2,36.0,2.0,0.0,0.0,94.4,Individual,9,2016,0,1988,A,36,2,28,1,777.0
98144,22225.0,22225.0,60 months,19.47,582.3,10+ years,MORTGAGE,48500.0,Not Verified,Charged Off,credit_card,MO,24.94,2.0,665.0,669.0,0.0,13.0,0.0,23641.0,98.1,37.0,3.0,0.0,2.0,94.6,Individual,3,2014,4,1990,D,60,10,24,4,667.0
56703,13550.0,13550.0,36 months,15.8,475.05,6 years,RENT,78000.0,Not Verified,Charged Off,major_purchase,NJ,16.4,1.0,665.0,669.0,1.0,8.0,0.0,8753.0,60.8,10.0,0.0,0.0,0.0,100.0,Individual,0,2013,5,1999,C,36,6,14,3,667.0
75580,17500.0,17500.0,36 months,9.75,562.63,10+ years,RENT,73000.0,Source Verified,Fully Paid,moving,NY,12.53,0.0,700.0,704.0,0.0,7.0,0.0,3549.0,17.7,23.0,0.0,0.0,4.0,78.3,Individual,2,2016,4,2004,B,36,10,12,2,702.0
19142,15000.0,15000.0,60 months,19.92,396.75,10+ years,OWN,35000.0,Not Verified,Current,debt_consolidation,PA,29.6,0.0,695.0,699.0,0.0,4.0,0.0,7011.0,64.3,12.0,3.0,0.0,0.0,83.3,Joint App,7,2018,7,1993,D,60,10,25,4,697.0
867,10000.0,10000.0,36 months,7.69,311.94,10+ years,MORTGAGE,34840.0,Verified,Fully Paid,debt_consolidation,MI,19.7,0.0,680.0,684.0,0.0,6.0,0.0,13559.0,82.2,16.0,4.0,0.0,0.0,81.2,Individual,9,2014,8,1994,A,36,10,20,1,682.0
21822,5000.0,5000.0,36 months,9.93,161.18,3 years,RENT,60000.0,Not Verified,Current,vacation,CO,21.89,0.0,705.0,709.0,0.0,12.0,0.0,14876.0,30.7,15.0,0.0,0.0,0.0,100.0,Individual,9,2017,6,1991,B,36,3,26,2,707.0
98337,35000.0,35000.0,60 months,14.08,815.85,< 1 year,RENT,50000.0,Source Verified,Current,debt_consolidation,NY,50.0,0.0,720.0,724.0,0.0,10.0,0.0,29251.0,94.1,20.0,1.0,0.0,0.0,100.0,Joint App,7,2017,11,1982,C,60,0,35,3,722.0
10164,15000.0,15000.0,36 months,18.94,549.39,5 years,RENT,60000.0,Source Verified,Current,debt_consolidation,VA,12.9,4.0,665.0,669.0,0.0,21.0,0.0,11633.0,35.7,26.0,0.0,0.0,4.0,80.8,Individual,8,2018,10,1993,D,36,5,25,4,667.0
87915,12000.0,12000.0,60 months,13.67,277.18,10+ years,RENT,40000.0,Not Verified,Fully Paid,debt_consolidation,VA,10.95,0.0,735.0,739.0,0.0,5.0,0.0,7076.0,30.8,8.0,0.0,0.0,0.0,100.0,Individual,3,2016,8,1999,C,60,10,17,3,737.0
17152,28400.0,28400.0,60 months,9.44,595.63,6 years,OWN,120000.0,Not Verified,Current,credit_card,TX,17.61,0.0,770.0,774.0,3.0,17.0,0.0,15027.0,36.4,30.0,3.0,0.0,0.0,100.0,Individual,10,2017,9,1989,B,60,6,28,2,772.0
44643,15000.0,15000.0,36 months,14.99,519.91,7 years,MORTGAGE,65000.0,Source Verified,Fully Paid,debt_consolidation,SC,22.94,1.0,675.0,679.0,2.0,22.0,1.0,10028.0,30.0,48.0,3.0,0.0,3.0,91.7,Individual,2,2017,3,2001,C,36,7,16,3,677.0
61750,32325.0,32325.0,36 months,11.53,1066.42,10+ years,RENT,170000.0,Verified,Fully Paid,credit_card,NY,26.15,1.0,665.0,669.0,0.0,16.0,0.0,33760.0,92.2,31.0,0.0,0.0,0.0,83.9,Individual,9,2015,2,1997,B,36,10,18,2,667.0
22386,14000.0,14000.0,36 months,18.84,512.06,10+ years,MORTGAGE,89900.0,Verified,Fully Paid,debt_consolidation,NC,18.45,1.0,670.0,674.0,1.0,14.0,1.0,10953.0,54.8,23.0,2.0,1.0,0.0,95.7,Individual,1,2015,4,1993,E,36,10,22,5,672.0
47415,16000.0,16000.0,60 months,14.03,372.55,1 year,RENT,75000.0,Source Verified,Fully Paid,major_purchase,CA,12.08,0.0,735.0,739.0,0.0,7.0,0.0,10184.0,27.0,30.0,0.0,0.0,0.0,96.6,Individual,4,2018,0,2005,C,60,1,13,3,737.0
35384,1200.0,1200.0,36 months,8.81,38.06,1 year,MORTGAGE,38000.0,Source Verified,Current,home_improvement,CA,32.88,0.0,745.0,749.0,0.0,19.0,0.0,9098.0,25.6,21.0,1.0,0.0,0.0,100.0,Individual,10,2018,2,2011,A,36,1,7,1,747.0
62708,15000.0,15000.0,60 months,23.99,431.44,10+ years,MORTGAGE,73000.0,Not Verified,Current,home_improvement,MD,32.14,0.0,665.0,669.0,0.0,10.0,1.0,15621.0,74.7,23.0,2.0,1.0,0.0,100.0,Individual,2,2017,10,1992,E,60,10,25,5,667.0
52240,25000.0,25000.0,36 months,9.49,800.71,6 years,MORTGAGE,85000.0,Source Verified,Current,debt_consolidation,UT,11.89,0.0,700.0,704.0,0.0,16.0,0.0,16012.0,38.0,38.0,3.0,0.0,0.0,92.1,Individual,7,2016,2,2000,B,36,6,16,2,702.0
66411,21500.0,21500.0,60 months,9.93,456.08,10+ years,OWN,31800.0,Not Verified,Current,debt_consolidation,IL,35.94,0.0,715.0,719.0,0.0,12.0,0.0,14767.0,36.5,23.0,0.0,0.0,0.0,100.0,Joint App,0,2018,10,1999,B,60,10,19,2,717.0
49697,14000.0,14000.0,36 months,10.99,458.28,9 years,MORTGAGE,90000.0,Not Verified,Fully Paid,credit_card,CA,22.96,0.0,665.0,669.0,1.0,19.0,0.0,12022.0,42.2,62.0,3.0,0.0,0.0,100.0,Individual,4,2014,9,1994,B,36,9,20,2,667.0
1249,35000.0,35000.0,60 months,11.22,764.84,9 years,MORTGAGE,86000.0,Verified,Fully Paid,debt_consolidation,FL,26.08,0.0,720.0,724.0,0.0,22.0,0.0,28604.0,43.9,57.0,2.0,0.0,0.0,100.0,Individual,11,2015,6,2003,B,60,9,12,2,722.0
22635,17500.0,17500.0,60 months,17.27,437.47,10+ years,MORTGAGE,40000.0,Verified,Charged Off,credit_card,PA,16.05,0.0,665.0,669.0,0.0,13.0,1.0,6287.0,43.1,31.0,3.0,1.0,0.0,100.0,Individual,5,2013,9,1999,C,60,10,14,3,667.0
93701,5000.0,5000.0,36 months,16.55,177.15,7 years,MORTGAGE,47000.0,Verified,Charged Off,home_improvement,AL,16.62,0.0,660.0,664.0,1.0,4.0,0.0,1055.0,26.4,9.0,3.0,0.0,0.0,100.0,Individual,10,2015,7,2002,D,36,7,13,4,662.0
32762,20000.0,20000.0,36 months,12.29,667.06,< 1 year,RENT,68000.0,Verified,Fully Paid,debt_consolidation,DC,13.11,0.0,675.0,679.0,0.0,9.0,0.0,23975.0,96.7,15.0,0.0,0.0,0.0,100.0,Individual,6,2015,6,2000,C,36,0,15,3,677.0
93266,25000.0,25000.0,60 months,13.59,576.41,3 years,MORTGAGE,42000.0,Verified,Current,other,MI,8.14,1.0,695.0,699.0,1.0,13.0,0.0,1430.0,2.3,28.0,2.0,0.0,1.0,89.3,Individual,1,2018,11,1992,C,60,3,26,3,697.0
52150,35000.0,35000.0,60 months,13.67,808.42,10+ years,MORTGAGE,84000.0,Verified,Charged Off,debt_consolidation,FL,13.99,0.0,800.0,804.0,1.0,8.0,0.0,94.0,0.3,30.0,5.0,0.0,0.0,100.0,Individual,10,2015,10,1993,C,60,10,22,3,802.0
94942,5000.0,5000.0,36 months,9.25,159.59,6 years,RENT,35000.0,Not Verified,Fully Paid,debt_consolidation,VA,23.73,0.0,760.0,764.0,0.0,8.0,0.0,1225.0,11.3,16.0,0.0,0.0,0.0,100.0,Individual,8,2013,5,2006,A,36,6,7,1,762.0
91885,30000.0,30000.0,36 months,22.35,1151.16,6 years,MORTGAGE,100000.0,Verified,Current,debt_consolidation,CA,11.0,0.0,670.0,674.0,2.0,9.0,0.0,2999.0,90.9,14.0,1.0,0.0,1.0,92.3,Individual,8,2018,3,1998,D,36,6,20,4,672.0
